Europe
segment Albania
46.258663 -1.512417
46.259132 -1.504818
46.256832 -1.488492
46.252987 -1.482136
46.24747 -1.481477
segment France
45.86647 -1.194618
45.856785 -1.199817
45.845097 -1.199583
45.844765 -1.196335
45.84078 -1.193321
45.83806 -1.199458
45.835518 -1.20085
45.82944 -1.196989
45.824078 -1.201253
45.81441 -1.214287
45.806213 -1.23049
45.801632 -1.230453
45.800175 -1.235119
45.801502 -1.240915
45.812458 -1.247084
45.847843 -1.250736
45.868263 -1.25926
45.870087 -1.260608
45.87928 -1.267399
45.88786 -1.278309
45.91248 -1.319315
45.91367 -1.328405
45.918022 -1.335992
45.922066 -1.348509
45.931416 -1.36234
45.951054 -1.383407
45.956192 -1.385148
45.97974 -1.393128
45.99259 -1.386449
45.998554 -1.386742
46.013325 -1.398301
46.045227 -1.408502
46.047894 -1.405716
46.04751 -1.400491
46.042904 -1.391913
46.044857 -1.380642
46.043053 -1.373864
46.0388 -1.370746
46.027367 -1.362361
46.019608 -1.348082
46.016815 -1.339073
46.008945 -1.328739
45.99741 -1.31831
45.99224 -1.306503
45.99015 -1.298113
45.988415 -1.278885
45.991013 -1.266595
45.990086 -1.244041
45.986057 -1.239708
45.976505 -1.235698
45.968422 -1.232307
45.957893 -1.239854
45.949524 -1.235799
45.94429 -1.229581
45.936874 -1.226778
45.923504 -1.231229
45.916553 -1.228724
45.908443 -1.218438
45.902557 -1.20605
45.89456 -1.196267
45.885494 -1.195035
45.88058 -1.191752
45.87398 -1.193156
45.869576 -1.191476
45.86647 -1.194618
segment France
46.009716 -1.176242
46.014153 -1.178906
46.023357 -1.173066
46.025967 -1.168634
46.025852 -1.165034
46.023647 -1.160585
46.021084 -1.159112
46.01839 -1.160926
46.018932 -1.170729
46.009716 -1.176242
segment France
45.952965 -1.113081
45.954235 -1.116928
45.958473 -1.120582
45.961197 -1.119749
45.96167 -1.113165
45.959446 -1.10807
45.956173 -1.105992
45.953514 -1.108787
45.952965 -1.113081
segment France
45.23958 -0.713348
45.248783 -0.713495
45.259697 -0.717445
45.279938 -0.719868
45.250042 -0.710945
45.23531 -0.70851
45.22979 -0.711017
45.232258 -0.712936
45.23958 -0.713348
segment France
45.178673 -0.701575
45.179512 -0.705718
45.191463 -0.712944
45.21164 -0.713118
45.21814 -0.709094
45.216183 -0.705676
45.20565 -0.699639
45.191875 -0.699011
45.178673 -0.701575
segment France
45.128117 -0.679035
45.145123 -0.686533
45.175423 -0.69405
45.17901 -0.691852
45.173508 -0.68546
45.148396 -0.675635
45.13753 -0.673188
45.129383 -0.676037
45.128117 -0.679035
segment France
43.406193 4.585132
43.40056 4.582535
43.39756 4.578212
43.398632 4.570853
43.39987 4.570431
43.402752 4.580275
43.406193 4.585132
segment France
42.47859 1.982576
42.475166 1.982188
42.467087 1.986544
42.459553 2.000578
42.456642 2.003038
42.453316 2.004831
42.449345 2.002207
42.45217 1.967794
42.45377 1.960531
42.459778 1.948804
42.475365 1.953047
42.492275 1.972959
42.49697 1.975043
42.497787 1.976687
42.496964 1.980461
42.495865 1.98547
42.47859 1.982576
segment France
43.520256 7.05529
43.523182 7.04692
43.523933 7.035548
43.528343 7.030537
43.528755 7.035856
43.53067 7.038245
43.52516 7.0644
43.522633 7.064252
43.520256 7.05529
segment France
43.290062 5.311753
43.286057 5.302705
43.285297 5.292114
43.291527 5.301871
43.29113 5.310819
43.29251 5.318318
43.290073 5.316778
43.290062 5.311753
segment France
43.268093 5.287796
43.271347 5.284037
43.277176 5.290379
43.281044 5.298792
43.28159 5.305012
43.27959 5.306456
43.278072 5.299074
43.274063 5.296947
43.268093 5.287796
segment France
43.075897 5.779487
43.084126 5.778771
43.086525 5.781063
43.08346 5.789141
43.075897 5.779487
segment France
43.012035 6.439959
43.012516 6.434931
43.019936 6.431248
43.02886 6.436186
43.0321 6.442805
43.03273 6.452743
43.036602 6.456759
43.045895 6.466415
43.04926 6.464601
43.054085 6.470479
43.05264 6.480265
43.055744 6.494703
43.056225 6.506842
43.053383 6.510488
43.04971 6.504519
43.046524 6.487904
43.042824 6.481316
43.033035 6.471754
43.02322 6.46719
43.021236 6.457669
43.02332 6.452518
43.012035 6.439959
segment France
43.000248 6.232187
42.997665 6.214612
42.991234 6.208887
42.9885 6.198501
42.988464 6.192266
42.99019 6.189633
42.99526 6.190163
43.006485 6.157755
43.011967 6.167922
43.012566 6.17661
43.009098 6.181257
43.010517 6.187695
43.008823 6.19095
43.00922 6.200278
43.013756 6.2099
43.019333 6.211639
43.018948 6.223947
43.020554 6.22964
43.026073 6.235443
43.027412 6.240018
43.004993 6.246785
43.003036 6.24382
43.002262 6.236395
43.000248 6.232187
segment France
43.010445 6.361469
43.014206 6.358059
43.01776 6.360904
43.020008 6.359795
43.024326 6.364454
43.022614 6.367394
43.014015 6.364625
43.010445 6.361469
segment France
43.00083 6.38997
43.004555 6.38563
43.005215 6.373726
43.008415 6.367865
43.013214 6.378726
43.017624 6.379947
43.018806 6.392024
43.023834 6.408487
43.02223 6.414226
43.018993 6.413537
43.018837 6.421036
43.016808 6.421815
43.014015 6.415164
43.002457 6.401698
43.002953 6.396982
43.00083 6.38997
segment France
41.718285 8.824506
41.72005 8.821087
41.718792 8.815336
41.72116 8.807625
41.718338 8.803761
41.71893 8.798858
41.716785 8.794664
41.712616 8.792375
41.7097 8.78394
41.710815 8.782374
41.716602 8.78552
41.71977 8.783574
41.720974 8.774989
41.722748 8.772179
41.725487 8.771773
41.730507 8.775332
41.742676 8.783963
41.746735 8.780764
41.74954 8.772116
41.741913 8.745844
41.73575 8.735392
41.73402 8.718062
41.731594 8.711441
41.73217 8.705927
41.7344 8.703096
41.748543 8.700428
41.75053 8.696996
41.752403 8.665791
41.750595 8.663692
41.750908 8.660048
41.756844 8.663465
41.759056 8.666451
41.760258 8.680143
41.75598 8.683664
41.76045 8.689295
41.760544 8.69387
41.76668 8.702797
41.768246 8.712203
41.772854 8.715319
41.776375 8.7177
41.785095 8.729894
41.789936 8.731546
41.7912 8.726002
41.79828 8.725127
41.799065 8.718682
41.80085 8.716477
41.805668 8.716908
41.808804 8.71343
41.810265 8.717653
41.809017 8.723809
41.803226 8.731969
41.809994 8.738132
41.814297 8.747139
41.81987 8.750905
41.8204 8.754552
41.817726 8.758317
41.81803 8.761972
41.828423 8.76648
41.83597 8.777513
41.840374 8.780103
41.840576 8.778545
41.84196 8.767818
41.844147 8.762542
41.849594 8.760201
41.848724 8.751062
41.85053 8.749773
41.853775 8.751793
41.856613 8.779205
41.858982 8.783093
41.866123 8.785279
41.879787 8.781418
41.880665 8.779551
41.884148 8.781871
41.88977 8.776772
41.895733 8.788791
41.897022 8.796087
41.8989 8.798467
41.903496 8.799218
41.911213 8.795878
41.91559 8.792152
41.920223 8.788206
41.9287 8.776879
41.930885 8.771595
41.9299 8.756632
41.93477 8.748187
41.93438 8.740242
41.92999 8.738262
41.92384 8.740022
41.92129 8.738585
41.92087 8.729114
41.91478 8.722302
41.915863 8.69686
41.914986 8.687712
41.91118 8.680819
41.910614 8.675637
41.91412 8.657757
41.915104 8.649452
41.91364 8.634207
41.909737 8.623035
41.902927 8.61504
41.904404 8.609168
41.910362 8.614478
41.91164 8.615617
41.91915 8.613485
41.924213 8.614512
41.92959 8.619506
41.94135 8.623332
41.94561 8.619184
41.94657 8.610574
41.955875 8.606533
41.956646 8.599765
41.960796 8.600826
41.96419 8.599161
41.96659 8.593859
41.969376 8.595281
41.97025 8.603824
41.97263 8.608325
41.975395 8.630579
41.971165 8.636258
41.970955 8.647907
41.977585 8.655445
41.981148 8.664363
41.987186 8.668726
41.99294 8.670038
41.997723 8.668629
41.997086 8.660073
42.007282 8.655083
42.00968 8.656013
42.013752 8.657592
42.033257 8.69241
42.034626 8.714742
42.038895 8.72194
42.045624 8.726288
42.04562 8.737636
42.04864 8.73967
42.061237 8.739815
42.06622 8.736868
42.069294 8.73031
42.06925 8.716813
42.08056 8.709944
42.086105 8.701447
42.091766 8.698164
42.098232 8.700682
42.114887 8.697595
42.11916 8.69344
42.11816 8.689487
42.109715 8.679677
42.11015 8.667686
42.105705 8.663253
42.10653 8.658923
42.117176 8.650344
42.1221 8.647575
42.124084 8.644119
42.12464 8.63765
42.12863 8.631659
42.125954 8.624085
42.136356 8.607092
42.13505 8.589022
42.13635 8.585591
42.140266 8.586664
42.14218 8.590582
42.14752 8.593749
42.148575 8.589406
42.15751 8.578912
42.157124 8.571553
42.15308 8.564649
42.152527 8.560369
42.15973 8.564996
42.159878 8.566395
42.160877 8.576012
42.166943 8.580687
42.167988 8.586791
42.173317 8.589652
42.176247 8.587384
42.175274 8.563757
42.17868 8.56239
42.180885 8.579515
42.18413 8.581537
42.192463 8.574749
42.21059 8.576177
42.211887 8.572742
42.210766 8.563253
42.21614 8.567958
42.217407 8.57375
42.21902 8.574301
42.22144 8.569591
42.22688 8.570637
42.23202 8.571627
42.236607 8.561291
42.232594 8.555915
42.23323 8.553428
42.237946 8.549237
42.2401 8.542997
42.242596 8.541665
42.244038 8.544991
42.242542 8.549974
42.2425 8.558592
42.244938 8.565264
42.245583 8.574161
42.252205 8.583743
42.25368 8.599072
42.2633 8.60977
42.26491 8.621095
42.260857 8.624332
42.25918 8.631784
42.259758 8.637301
42.26442 8.641121
42.265144 8.644912
42.26844 8.658202
42.268196 8.668369
42.2743 8.675829
42.271408 8.679942
42.275066 8.690577
42.27752 8.687405
42.283226 8.68657
42.28592 8.684004
42.28585 8.680312
42.28849 8.675284
42.296062 8.675918
42.30046 8.666818
42.307865 8.659448
42.306347 8.65273
42.307167 8.648386
42.304718 8.643455
42.31457 8.629924
42.316723 8.623063
42.317005 8.615042
42.312954 8.607809
42.312176 8.603219
42.324867 8.596863
42.327656 8.598908
42.32849 8.605654
42.33616 8.621682
42.340576 8.624899
42.344017 8.624984
42.34539 8.625017
42.34549 8.61885
42.34728 8.61693
42.35236 8.618579
42.35529 8.616614
42.353065 8.608995
42.359486 8.598569
42.3603 8.593604
42.35583 8.588233
42.356396 8.582354
42.343784 8.571147
42.3439 8.565903
42.338463 8.558108
42.34136 8.554294
42.345524 8.556283
42.355507 8.55218
42.36132 8.555953
42.371082 8.552166
42.3719 8.5472
42.37754 8.543579
42.380787 8.545298
42.381783 8.548958
42.38203 8.549872
42.37848 8.555259
42.37935 8.56355
42.37618 8.565219
42.376938 8.568273
42.383953 8.575084
42.3859 8.569762
42.390854 8.576657
42.39037 8.58593
42.395252 8.589436
42.392246 8.598809
42.396233 8.603277
42.395615 8.606387
42.39704 8.608798
42.403103 8.603005
42.40677 8.603168
42.411007 8.608554
42.413517 8.608146
42.413433 8.604138
42.415462 8.602823
42.419895 8.606351
42.428707 8.622357
42.427933 8.629178
42.42983 8.631881
42.428555 8.638883
42.427563 8.644315
42.420506 8.646132
42.420357 8.65015
42.424236 8.649382
42.427586 8.656349
42.431526 8.658357
42.436367 8.660021
42.44683 8.656528
42.447174 8.650958
42.449684 8.650552
42.453217 8.655354
42.455017 8.653741
42.457554 8.654568
42.459003 8.658217
42.45376 8.659039
42.451553 8.663137
42.452507 8.665261
42.463745 8.665753
42.470257 8.668344
42.474365 8.669974
42.478867 8.677214
42.4829 8.672734
42.482952 8.652964
42.48536 8.647927
42.497112 8.662299
42.501717 8.663665
42.51359 8.66166
42.51868 8.663935
42.527508 8.681212
42.524857 8.685951
42.52767 8.689243
42.528454 8.69385
42.535675 8.699757
42.537155 8.704956
42.535156 8.707814
42.534576 8.713401
42.53739 8.716695
42.539013 8.715349
42.543255 8.711835
42.550434 8.7162
42.575836 8.714928
42.577568 8.709912
42.589672 8.719663
42.59043 8.723038
42.5845 8.724191
42.58027 8.730228
42.575603 8.726073
42.574017 8.726752
42.573406 8.730797
42.576954 8.736232
42.5775 8.740542
42.574596 8.755809
42.56746 8.765663
42.567833 8.784517
42.570507 8.792461
42.574013 8.796045
42.58798 8.795842
42.604237 8.807318
42.60872 8.802202
42.610607 8.805227
42.613037 8.82433
42.609707 8.829713
42.612125 8.836435
42.619427 8.847008
42.61904 8.851046
42.617016 8.852665
42.61657 8.865373
42.620125 8.871747
42.627552 8.877057
42.63493 8.879583
42.635902 8.881215
42.637295 8.883526
42.636925 8.900569
42.645767 8.92039
42.65153 8.922668
42.65212 8.929772
42.645844 8.937421
42.643936 8.945538
42.64355 8.962274
42.648785 8.986562
42.65264 8.997272
42.652363 9.007503
42.65037 9.011286
42.66379 9.032215
42.66538 9.044865
42.670418 9.058022
42.67546 9.058478
42.686604 9.05347
42.69168 9.055783
42.694054 9.060355
42.69627 9.056255
42.699223 9.054609
42.70291 9.05604
42.701107 9.071596
42.707626 9.077896
42.707836 9.081653
42.707966 9.084085
42.71168 9.087067
42.718067 9.085623
42.72295 9.089808
42.7231 9.098795
42.72634 9.100863
42.733433 9.113974
42.733963 9.118608
42.73167 9.11837
42.731026 9.120872
42.73545 9.125384
42.73666 9.129378
42.732456 9.138193
42.733635 9.140326
42.74146 9.142566
42.74463 9.168521
42.738384 9.179257
42.74163 9.18195
42.741463 9.185367
42.736053 9.190803
42.7344 9.202327
42.739754 9.207748
42.73918 9.214899
42.743595 9.2188
42.74387 9.221583
42.739788 9.224496
42.73779 9.228587
42.727997 9.231977
42.72633 9.242879
42.73027 9.245864
42.72962 9.248363
42.72195 9.255719
42.715015 9.251581
42.711163 9.254174
42.706123 9.269199
42.70293 9.270221
42.701633 9.275218
42.69594 9.277242
42.695076 9.280675
42.690117 9.286085
42.683987 9.289669
42.681324 9.295632
42.686817 9.295166
42.690742 9.297223
42.69456 9.307652
42.70347 9.321347
42.709236 9.324286
42.71723 9.322512
42.724113 9.323559
42.72375 9.32977
42.73765 9.341166
42.745686 9.342495
42.758015 9.339671
42.76649 9.340056
42.78004 9.342473
42.7871 9.339794
42.800682 9.344384
42.82347 9.321081
42.834435 9.318599
42.84097 9.31158
42.856255 9.322956
42.859097 9.329713
42.870644 9.336537
42.875237 9.337342
42.87713 9.335053
42.879967 9.331615
42.894577 9.328097
42.90091 9.322944
42.907356 9.325251
42.92753 9.357972
42.931885 9.358162
42.935246 9.353091
42.94284 9.355682
42.952667 9.354478
42.957623 9.348428
42.96401 9.346382
42.97433 9.347342
42.98043 9.341879
42.98427 9.342498
42.990303 9.343472
42.997574 9.339533
43.00057 9.340695
43.01014 9.353201
43.012295 9.359683
43.009888 9.367537
43.01485 9.378305
43.01632 9.40132
43.01411 9.407298
43.01509 9.411945
43.021152 9.419572
43.016876 9.424982
43.01879 9.431163
43.00806 9.433626
42.99956 9.448488
42.997482 9.455696
42.996933 9.457589
42.99103 9.461479
42.979286 9.456179
42.954575 9.458376
42.94871 9.465062
42.943474 9.467376
42.938656 9.466566
42.92363 9.473174
42.914433 9.470922
42.907394 9.475145
42.90257 9.474025
42.895725 9.476377
42.886063 9.472894
42.881023 9.473022
42.8788 9.475438
42.875156 9.479389
42.851673 9.487445
42.84132 9.483669
42.84132 9.483669
42.84066 9.485861
42.836334 9.487834
42.814808 9.487759
42.803646 9.492388
42.789806 9.484978
42.782455 9.483303
42.77502 9.475424
42.765377 9.473498
42.755917 9.468157
42.742615 9.466637
42.72741 9.459896
42.694622 9.457332
42.691597 9.453691
42.668434 9.451193
42.658287 9.445881
42.649616 9.448583
42.642506 9.447529
42.635513 9.45545
42.623955 9.464416
42.612556 9.468112
42.6034 9.468656
42.59526 9.47629
42.583664 9.482462
42.575626 9.49782
42.57256 9.508722
42.57329 9.512106
42.57698 9.514179
42.58314 9.51217
42.60352 9.496362
42.61147 9.487421
42.612118 9.486691
42.612526 9.483277
42.60954 9.482425
42.604996 9.485324
42.600845 9.482954
42.603096 9.480113
42.616085 9.47514
42.62254 9.47838
42.627995 9.475146
42.630657 9.468887
42.6361 9.465033
42.64586 9.460885
42.65246 9.455322
42.656796 9.454281
42.660477 9.455734
42.63596 9.471538
42.623802 9.484755
42.614967 9.494357
42.606094 9.498912
42.598446 9.509006
42.580746 9.521818
42.56412 9.529032
42.544964 9.535067
42.53053 9.534492
42.524105 9.533414
42.511005 9.530335
42.48992 9.528691
42.4778 9.529915
42.45895 9.542416
42.44293 9.542806
42.433743 9.540561
42.43034 9.543112
42.410336 9.536811
42.390415 9.536988
42.380497 9.531373
42.343773 9.542439
42.321217 9.551302
42.295856 9.555915
42.28766 9.559498
42.283527 9.558674
42.278984 9.561553
42.264904 9.552658
42.25532 9.55535
42.23328 9.550652
42.211414 9.559786
42.20473 9.556564
42.200363 9.555133
42.189445 9.561234
42.17655 9.555396
42.165306 9.553515
42.1623 9.550823
42.170944 9.54662
42.17249 9.541975
42.169025 9.539601
42.162895 9.543743
42.159912 9.5432
42.15863 9.550605
42.155895 9.551592
42.153812 9.549799
42.154846 9.541173
42.15293 9.535076
42.146564 9.538302
42.141933 9.533809
42.13852 9.535734
42.135056 9.533361
42.13215 9.521151
42.13036 9.519423
42.129364 9.518456
42.122356 9.525381
42.12197 9.531224
42.130566 9.540226
42.131523 9.54358
42.140045 9.547366
42.145084 9.547552
42.140118 9.553199
42.135082 9.55332
42.1206 9.548757
42.114376 9.545222
42.116005 9.529835
42.11366 9.525594
42.111538 9.538845
42.108128 9.540462
42.092255 9.533795
42.090866 9.533209
42.082024 9.522686
42.07234 9.517402
42.060917 9.502041
42.049408 9.49742
42.040134 9.48876
42.035915 9.481507
41.99582 9.44575
41.998074 9.443241
41.99458 9.439042
41.991825 9.438194
41.984856 9.425213
41.9827 9.424594
41.986794 9.431299
41.985588 9.434679
41.967747 9.419523
41.950924 9.411696
41.952034 9.409218
41.96096 9.408983
41.96115 9.406222
41.96568 9.402734
41.96359 9.400646
41.95904 9.402909
41.95239 9.40186
41.942135 9.405499
41.944263 9.41034
41.941578 9.414696
41.91471 9.408975
41.909374 9.403913
41.90044 9.403537
41.880856 9.394878
41.87153 9.3991
41.8669 9.39586
41.864613 9.39592
41.863743 9.399
41.8601 9.400625
41.85368 9.399878
41.84064 9.402665
41.830856 9.404757
41.820076 9.403513
41.806675 9.395008
41.797127 9.399537
41.78723 9.396133
41.78312 9.396547
41.781887 9.406655
41.774067 9.404113
41.753757 9.408614
41.741783 9.403741
41.726704 9.405968
41.725533 9.404167
41.718937 9.407086
41.71066 9.404559
41.711296 9.401187
41.71586 9.399847
41.713524 9.396859
41.705566 9.400728
41.701866 9.398081
41.701553 9.397478
41.69857 9.391766
41.698265 9.386285
41.69105 9.378244
41.691906 9.373954
41.690468 9.369724
41.687798 9.374978
41.68344 9.374485
41.67938 9.378556
41.67921 9.382828
41.676933 9.383498
41.673637 9.377185
41.6718 9.376625
41.670986 9.383962
41.667892 9.391663
41.661186 9.386964
41.65615 9.387097
41.657936 9.383698
41.657436 9.380969
41.651913 9.378983
41.644485 9.37187
41.644394 9.365475
41.647762 9.361119
41.64648 9.35171
41.63999 9.346402
41.63787 9.342196
41.63607 9.344377
41.637753 9.349814
41.635494 9.352007
41.631588 9.350895
41.628525 9.353127
41.626377 9.354691
41.62566 9.352578
41.627445 9.349484
41.62977 9.336325
41.623436 9.326144
41.623802 9.320043
41.62702 9.320868
41.62805 9.328453
41.629868 9.32749
41.629036 9.317766
41.63594 9.305086
41.632706 9.303045
41.627922 9.304701
41.62286 9.303014
41.6171 9.285513
41.61385 9.282559
41.606327 9.284599
41.600338 9.282332
41.598526 9.283601
41.59657 9.290353
41.58603 9.289736
41.58584 9.292175
41.596 9.297979
41.601135 9.304533
41.60851 9.307677
41.61301 9.317904
41.61127 9.324041
41.612812 9.335266
41.604668 9.341578
41.60351 9.356526
41.609375 9.366111
41.604843 9.369277
41.599766 9.366368
41.59184 9.356537
41.58143 9.34921
41.570435 9.348899
41.56927 9.347731
41.567184 9.34564
41.564594 9.32563
41.559216 9.317867
41.558228 9.313028
41.555195 9.309461
41.553146 9.310126
41.552643 9.307098
41.53514 9.285384
41.53737 9.281368
41.535366 9.270172
41.527508 9.265226
41.526787 9.278017
41.524773 9.28081
41.519295 9.281878
41.511913 9.278437
41.506935 9.26733
41.502174 9.274414
41.500893 9.276317
41.50257 9.281132
41.502174 9.285094
41.49784 9.286128
41.486126 9.283419
41.48376 9.278624
41.478905 9.275418
41.47742 9.268168
41.47487 9.266114
41.470657 9.275043
41.46861 9.275709
41.46764 9.272395
41.4714 9.263783
41.468822 9.259906
41.46125 9.258906
41.461876 9.25494
41.450356 9.235529
41.44815 9.212209
41.444214 9.209288
41.44071 9.219107
41.43323 9.223879
41.43017 9.218503
41.427715 9.222521
41.421528 9.222094
41.421867 9.214799
41.420013 9.213335
41.41406 9.213205
41.4116 9.216616
41.412834 9.222346
41.41984 9.23125
41.42753 9.244367
41.433487 9.254537
41.432423 9.259728
41.43015 9.260704
41.426903 9.258063
41.420254 9.257343
41.416718 9.250766
41.411667 9.25
41.39884 9.234891
41.389397 9.231219
41.386112 9.226157
41.372776 9.222298
41.373516 9.211356
41.371582 9.205043
41.372322 9.180149
41.37475 9.174617
41.379875 9.172492
41.386574 9.169714
41.38948 9.165683
41.39058 9.148962
41.399723 9.134422
41.40167 9.127687
41.406883 9.124796
41.404213 9.115773
41.40312 9.105186
41.39727 9.09778
41.408154 9.091676
41.41989 9.095256
41.422703 9.099114
41.422565 9.104583
41.42606 9.108118
41.429733 9.108612
41.43287 9.104568
41.438835 9.112995
41.447174 9.124775
41.450127 9.12347
41.450523 9.119813
41.44542 9.115719
41.445114 9.111173
41.445988 9.108717
41.45325 9.105151
41.44838 9.101354
41.450813 9.096418
41.45881 9.095563
41.461296 9.093662
41.4504 9.085802
41.446587 9.076811
41.44675 9.073161
41.449646 9.068514
41.45619 9.06284
41.47208 9.068414
41.478867 9.07701
41.485245 9.075291
41.47577 9.056751
41.46785 9.049104
41.46607 9.038832
41.47607 9.034865
41.47646 9.030902
41.469433 9.022015
41.47582 9.020593
41.479786 9.011956
41.487377 9.01414
41.484432 9.009864
41.481033 9.004927
41.481415 9.00066
41.489014 8.990383
41.48848 8.986145
41.48175 8.981201
41.48672 8.977695
41.488655 8.970641
41.4923 8.969607
41.493393 8.966836
41.49029 8.959949
41.49741 8.961231
41.500298 8.956272
41.50112 8.951381
41.496048 8.936961
41.499363 8.930467
41.494026 8.926696
41.49486 8.922412
41.493645 8.918503
41.495914 8.917513
41.50215 8.920341
41.512573 8.914514
41.517467 8.919212
41.51958 8.909714
41.51491 8.905009
41.51414 8.900475
41.51719 8.89216
41.512684 8.884107
41.51308 8.880749
41.515114 8.879462
41.523014 8.885574
41.527046 8.880874
41.53153 8.875853
41.525787 8.862975
41.527996 8.85864
41.527035 8.84438
41.52925 8.840653
41.535263 8.843787
41.542046 8.851152
41.547916 8.846992
41.55555 8.850982
41.555714 8.84763
41.550346 8.842342
41.55007 8.839919
41.55413 8.836733
41.55362 8.834012
41.55539 8.830907
41.55226 8.823109
41.55375 8.817275
41.56408 8.806865
41.564278 8.793773
41.568985 8.788733
41.57311 8.788889
41.582714 8.799804
41.584526 8.798825
41.588486 8.790769
41.5944 8.788728
41.59358 8.78206
41.59895 8.775776
41.600018 8.777946
41.60396 8.785946
41.6071 8.782787
41.621895 8.789865
41.626606 8.784822
41.632687 8.791303
41.635445 8.791812
41.642277 8.80162
41.649624 8.802574
41.65058 8.804672
41.63894 8.818192
41.645737 8.826176
41.657063 8.855333
41.657864 8.8614
41.655518 8.870319
41.656937 8.872707
41.676044 8.878139
41.680725 8.883463
41.681778 8.890743
41.686028 8.897609
41.686882 8.906422
41.68902 8.910616
41.69435 8.914093
41.697052 8.911561
41.698406 8.9106
41.69729 8.887768
41.69833 8.882242
41.70209 8.875402
41.702827 8.865923
41.70613 8.859098
41.705177 8.845102
41.706852 8.837112
41.71597 8.823063
41.718285 8.824506
segment France
41.36888 9.265782
41.367905 9.261867
41.37129 9.258738
41.372597 9.254455
41.3744 9.252886
41.378117 9.256117
41.376347 9.260111
41.37824 9.264
41.377155 9.267974
41.37438 9.26593
41.370903 9.267386
41.36888 9.265782
segment France
41.338783 9.258451
41.345707 9.247642
41.347782 9.248492
41.348297 9.252115
41.34248 9.260771
41.338783 9.258451
segment France
49.480072 0.47709
49.474937 0.466336
49.456375 0.418222
49.450264 0.383561
49.446983 0.330604
49.449284 0.314829
49.449852 0.28333
49.450256 0.260583
49.45356 0.242555
49.45486 0.213908
49.45859 0.19933
49.459545 0.184434
49.45998 0.172422
49.453957 0.164149
49.460575 0.15432
49.46323 0.135444
49.46354 0.118485
49.468105 0.106266
49.46962 0.104476
49.472095 0.101552
49.475918 0.092723
49.479813 0.088995
49.482117 0.094261
49.480507 0.106789
49.471237 0.121149
49.4714 0.127698
49.46567 0.148423
49.4671 0.17248
49.470493 0.17552
49.472996 0.185157
49.47084 0.192766
49.470963 0.199011
49.467796 0.210601
49.46884 0.217389
49.471657 0.221259
49.473804 0.219484
49.475445 0.204646
49.480263 0.187286
49.476532 0.180652
49.46929 0.158985
49.470135 0.143336
49.475597 0.130148
49.47512 0.125996
49.477562 0.120729
49.476875 0.116957
49.48546 0.103083
49.488247 0.101144
49.50318 0.088609
49.50805 0.070323
49.51715 0.069027
49.52839 0.072707
49.54905 0.084206
49.597195 0.118724
49.63119 0.143146
49.650547 0.154454
49.68957 0.166256
49.708893 0.194277
49.717434 0.210749
49.71948 0.218238
49.72077 0.236436
49.724815 0.246751
49.741787 0.290076
49.744205 0.303881
49.742485 0.311185
49.743275 0.315436
49.75359 0.34361
49.76725 0.365788
49.77074 0.370617
49.77707 0.393101
49.794983 0.441976
49.79632 0.445163
49.81511 0.48988
49.821224 0.500743
49.826115 0.518501
49.83915 0.538363
49.84576 0.554131
49.85681 0.588092
49.856953 0.599056
49.85951 0.609485
49.8683 0.642916
49.876617 0.707392
49.873768 0.722645
49.87473 0.745947
49.875984 0.776502
49.880966 0.797202
49.89155 0.828105
49.89741 0.861037
49.899323 0.879938
49.90301 0.897908
49.906673 0.91092
49.909966 0.916889
49.9122 0.929019
49.921364 0.95979
49.922127 0.97459
49.920486 1.02763
49.92312 1.03308
49.92792 1.04303
49.929527 1.070141
49.937202 1.085875
49.9377 1.091136
49.939476 1.103689
49.94353 1.115967
49.976353 1.20749
49.99115 1.23362
50.0 1.249264
50.003338 1.255163
50.014942 1.27569
50.03348 1.303353
50.03848 1.316627
50.054134 1.34181
50.06923 1.374543
50.067997 1.377531
50.081158 1.398769
50.10275 1.443246
50.11268 1.454565
50.125473 1.463425
50.143898 1.470224
50.167885 1.484052
50.184654 1.49373
50.201046 1.506129
50.210583 1.518956
50.219025 1.537974
50.224224 1.566281
50.223183 1.573533
50.21838 1.568721
50.207935 1.580945
50.20766 1.584898
50.198032 1.599878
50.19868 1.609074
50.19194 1.64726
50.185543 1.652946
50.187317 1.65667
50.185497 1.672195
50.187485 1.670551
50.18964 1.662473
50.191742 1.663311
50.19369 1.670939
50.198204 1.674632
50.194023 1.645404
50.199017 1.64241
50.19817 1.648345
50.202873 1.656026
50.205257 1.64792
50.204445 1.640165
50.209545 1.636392
50.212475 1.640347
50.213554 1.659127
50.2188 1.65855
50.21749 1.644786
50.22002 1.634876
50.217594 1.631935
50.218037 1.626536
50.2248 1.619009
50.234154 1.612976
50.242123 1.601741
50.24468 1.602527
50.251064 1.596818
50.25496 1.596741
50.257107 1.593645
50.250187 1.588165
50.25828 1.584233
50.261734 1.589559
50.263756 1.588619
50.2655 1.581641
50.26502 1.575597
50.26387 1.561116
50.265644 1.554847
50.273285 1.551488
50.281605 1.543051
50.291203 1.54371
50.299313 1.544268
50.339237 1.555136
50.353943 1.555982
50.364044 1.561283
50.36592 1.565459
50.36634 1.566391
50.36561 1.580428
50.36958 1.587138
50.369434 1.593953
50.372265 1.600793
50.367638 1.604888
50.37099 1.613101
50.37492 1.608727
50.37707 1.600614
50.380016 1.604937
50.38038 1.587717
50.395058 1.567813
50.397224 1.56005
